PARTY,ELECTORATE,SURNAME,FIRST NAME(S), TOTAL DONATIONS , TOTAL EXPENSES ,2020 Donor Return Part A Name and Steet Address,Date received,Contributions,Amount,Title,Name,Company/Org,Address,Other detail,Money or Goods and Services,Part B Contribution Name and Address,Date received,Donor Part A,Amount,Name,Company/Org,Address,Other detail,Money or Goods and Services,Notes
Labour Party,Auckland Central,WHITE,Helen,,,"Mt Albert LEC, 22 Grove Road, Sandringham",8/22/2020,NO," $6,450.00 ",,,Mt Albert LEC,"22 Grove Road, Sandringham",Mt Albert Great Debate,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Auckland Central,WHITE,Helen,,,"Usha Patel, c/o Hobson Chambers, Level 11, 2 Kitchner Street, Auckland CBD",7/11/2020,NO," $5,000.00 ",,Usha Patel,,"c/o Hobson Chambers, Level 11, 2 Kitchner Street, Auckland CBD",,Money,,,,,,,,,,
National Party,Rongotai,PATTERSON,David," $29,342.75 "," $14,655.77 ",,,,,,,,,,,,,,,,,,,,
National Party,Rongotai,PATTERSON,David,,,"Aotearoa Te Kahu Ltd Partnership, c/o 80 Queen St, Auckland",8/4/2020,NO," $7,000.00 ",,,Aotearoa Te Kahu Ltd Partnership,"80 Queen St, Auckland",,Money,,,,,,,,,,
National Party,Rongotai,PATTERSON,David,,,"NZ National Party, Rongotai Electorate, 41 Pipitea St, Wellington",5/17/2020,NO," $22,342.00 ",,,"NZ National Party, Rongotai Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Christchurch Central,STEPHENS,Dale," $29,785.23 "," $17,486.93 ",,,,,,,,,,,,,,,,,,,,
National Party,Christchurch Central,STEPHENS,Dale,,,"NZ National Party Christchurch Central Elect, 41 Pipitea St Wellington",29/04-21/12/20,NO," $24,785.23 ",,,NZ National Party Christchurch Central Elect,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Christchurch Central,STEPHENS,Dale,,,"Canterbury Nationalist Centre (Chair Ross Leckie) 11 WardourMews, Christchurch",8/12/2020,NO," $5,000.00 ",,,Canterbury Nationalist Centre,"11 Wardour Mews, Christchurch",(Chair Ross Leckie),Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane," $30,000.00 "," $15,278.99 ",,,,,,,,,,,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Astrolift Limited, 10 Springs Flat Rd, Kamo, Whangarei",1/22/2020,NO," $3,000.00 ",,,Astrolift Limited,"10 Springs Flat Rd, Kamo, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Treadway Limited, 5 Whangarei Heads Rd, Onerahi",2/4/2020,NO," $2,000.00 ",,,Treadway Limited,"5 Whangarei Heads Rd, Onerahi",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"RM Garton, 10 Glen Bruce Place, RD 6, Whangarei",3/12/2020,NO," $2,500.00 ",,RM Garton,,"10 Glen Bruce Place, RD 6, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Wally Yovich, 252/262 Fairway Dr, Kamo, Whangarei",6/25/2020,NO," $5,000.00 ",,Wally Yovich,,"252/262 Fairway Dr, Kamo, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Bevan Abercrombie, 7 Boneselaar Dr, Kamo, Whangarei",6/29/2020,NO," $3,000.00 ",,Bevan Abercrombie,,"7 Boneselaar Dr, Kamo, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Hansen Products Ltd, 16 Union East St, Whangarei",7/20/2020,NO," $2,500.00 ",,,Hansen Products Ltd,"16 Union East St, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Liaison Trust, ARoe, c-/ Linda Jervis",7/31/2020,NO," $2,000.00 ",,,Liason Trust,,c/- Linda Jervis,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Lakeside Business, John Keith, 10 Marama PI, One Tree Point",7/31/2020,NO," $3,000.00 ",,John Keith,Lakeside Business,"10 Marama PI, One Tree Point",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"SD Culham, 662 Ngunguru Rd, RD 3, Whangarei",8/3/2020,NO," $5,000.00 ",,SD Culham,,"662 Ngunguru Rd, RD 3, Whangarei",,Money,,,,,,,,,,
National Party,Whangārei,RETI,Shane,,,"Transnorth Ltd, 6 Hewlett St, Whangarei",8/21/2020,NO," $2,000.00 ",,,Transnorth Ltd,"6 Hewlett St, Whangarei",,,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert," $30,807.54 "," $23,216.10 ",,,,,,,,,,,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Dean Littin, Mitre 10 Mega, 12 Wrightson Way Pukekohe ","22/7/2020, 30/9/2020",No," $5,000.00 ",,Dean Littin,Mitre 10 Mega,12 Wrightson Way Pukekohe ,,Money,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Dean Littin, Mitre 10 Mega, 12 Wrightson Way Pukekohe",8/1/2020,No," $1,920.00 ",,Dean Littin,Mitre 10 Mega,12 Wrightson Way Pukekohe,donation of pegs / ply,Goods or Services,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Pravin Hari, RCH2020, 2 Pollock Road, Pukekohe",8/11/2020,No," $2,000.00 ",,Pravin Hari,RCH2020," 2 Pollock Road, Pukekohe",,Money,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Raj Saini, Saini Farms, 760 Glenbrook Road, RD4, Pukekohe ",9/16/2020,No," $1,500.00 ",,Raj Saini,Saini Farms,"760 Glenbrook Road, RD4, Pukekohe ",,Money,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Bruce Rowe, AS Wilcox & Sons, 58 Union Road, RD3 Pukekohe",10/16/2020,No," $2,000.00 ",,Bruce Rowe,AS Wilcox & Sons,"58 Union Road, RD3 Pukekohe",,Money,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Phillip Gill, Gill Motors, 222 Manukau Road, Pukekohe",18/8/20‐18/10/20,No," $1,800.00 ",,Phillip Gill, Gill Motors," 222 Manukau Road, Pukekohe", (loan of ute),Goods or Services,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Peter Weck, G J Weck & Sons, 108 Patumahoe Road Patumahoe",8/1/2020,No," $2,250.00 ",,Peter Weck,G J Weck & Son, 108 Patumahoe Road Patumahoe ,(donation of ad framing split with party),Goods or Services,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Karen Duncan, 7 Roose Ave Pukekohe",1/8/20‐31/10/20,No," $3,000.00 ",,Karen Duncan,,7 Roose Ave Pukekohe, (donation shop space split with party),Goods or Services,,,,,,,,,,
HeartlandNZ,Port Waikato,BALL,Mark Robert,,,"Heartland New Zealand Party, PO Box 913, Pukekohe ",1/8/20‐31/10/20,No," $11,337.54 ",,,Heartland New Zealand Party," PO Box 913, Pukekohe ",(advertising spend),Goods or Services,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Napier,NIMON,Katie," $31,242.35 "," $25,417.72 ",,,,,,,,,,,,,,,,,,,,
National Party,Napier,NIMON,Katie,,,"Napier Electorate, NZ National Party, 41 Pipitea Street, Wgtn ",22/05/20-11/12/20,NO," $31,242.35 ",,,"Napier Electorate, NZ National Party","41 Pipitea Street, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Hamilton West,MACINDOE,Tim," $32,500.00 "," $17,863.31 ",,,,,,,,,,,,,,,,,,,,
National Party,Hamilton West,MACINDOE,Tim,,,"Laurie Pilling, 279 Kahikitea Dr, Frankton, Hamilton",8/11/2020,NO," $5,000.00 ",,Laurie Pilling,,"279 Kahikitea Dr, Frankton, Hamilton",,Money,,,,,,,,,,
National Party,Hamilton West,MACINDOE,Tim,,,"Douglas Catley, 195 Karori Road, Karori, Wellington",4/19/2018,NO," $2,500.00 ",,Douglas Catley,,"195 Karori Road, Karori, Wellington",,Money,,,,,,,,,,
National Party,Hamilton West,MACINDOE,Tim,,,"Douglas Catley, 195 Karori Road, Karori, Wellington",6/24/2020,NO," $10,000.00 ",,Douglas Catley,,"195 Karori Road, Karori, Wellington",,Money,,,,,,,,,,
National Party,Hamilton West,MACINDOE,Tim,,,"NZ National Party, Hamilton West Electorate, 41 Pipitea St, Wellington",10/7/2020,NO," $15,000.00 ",,,"NZ National Party, Hamilton West Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Nelson,SMITH,Nick," $32,987.43 "," $26,052.18 ",,,,,,,,,,,,,,,,,,,,
National Party,Nelson,SMITH,Nick,,,"Canterbury Nationalist Centre, 11 Wardour Mews, Avonhead",8/24/2020,NO," $3,303.00 ",,,Canterbury Nationalist Centre,"11 Wardour Mews, Avonhead",c/o Ross Leckie (Chair),Money,,,,,,,,,,
National Party,Nelson,SMITH,Nick,,,"NZ National Party, Nelson Electorate, 41 Pipitea St, Wellington",5/6/20-31/10/20,NO," $29,684.43 ",,,"NZ National Party, Nelson Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,
Labour Party,East Coast,ALLAN,Kiri," $33,323.81 "," $20,271.07 ",,,,,,,,,,,,,,,,,,,,
Labour Party,East Coast,ALLAN,Kiri,,,"N Coates, 7 Konini Place, Edgecumbe",6/8/2020,," $1,500.00 ",,N Coates,,"7 Konini Place, Edgecumbe",,Money,,,,,,,,,,Missing indication of whether Part B applies; Entered as a joint donation of $1500 with M Foon
Labour Party,East Coast,ALLAN,Kiri,,,"M Foon, 30 Hillview Terrace, Mangapapa, Gisborne",6/15/2020,, $750.00 ,,M Foon,,"30 Hillview Terrace, Mangapapa, Gisborne",,Money,,,,,,,,,,Missing indication of whether Part B applies; Entered as a joint donation of $1500 with Y Foon
Labour Party,East Coast,ALLAN,Kiri,,,"Y Foon, 30 Hillview Terrace, Mangapapa, Gisborne",6/15/2020,, $750.00 ,,Y Foon,,"30 Hillview Terrace, Mangapapa, Gisborne",,Money,,,,,,,,,,
Labour Party,East Coast,ALLAN,Kiri,,,"KR Burke, 4 Salisbury Road, Awapuni, Gisborne",10/12/2020,," $1,500.00 ",,KR Burke,,"4 Salisbury Road, Awapuni, Gisborne",,Money,,,,,,,,,,Missing indication of whether Part B applies;
Labour Party,East Coast,ALLAN,Kiri,,,"T Epati, 130 Wairere Road, Wainui Beach, Gisborne",8/10/2020,," $1,500.00 ",,T Epati,,"130 Wairere Road, Wainui Beach, Gisborne",,Money,,,,,,,,,,Missing indication of whether Part B applies;
Labour Party,East Coast,ALLAN,Kiri,,,"B Storey, Climate Sigma, Wellington",7/23/2020,," $5,000.00 ",,B Storey,,"Climate Sigma, Wellington",,Money,,,,,,,,,,Missing indication of whether Part B applies;
Labour Party,East Coast,ALLAN,Kiri,,,"LEC East Coast, 17 Manuera Place, Whakatane",6/11/2020,," $13,138.77 ",,,LEC East Coast,"17 Manuera Place, Whakatane",,Money,,,,,,,,,,Missing indication of whether Part B applies; Missing name of individual at whose direction the donation was made
Labour Party,East Coast,ALLAN,Kiri,,,"Triple Eight Investments, 70 Gladstone Road, Gisborne",,," $9,185.04 ",,,Triple Eight Investments,"70 Gladstone Road, Gisborne",rent subsidy,Goods and Services,,,,,,,,,,"Date information incomplete (""rent subsidy August - September 2020""); Missing indication of whether Part B applies;"
Labour Party,Rongotai,EAGLE,Paul," $34,850.00 "," $19,498.55 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Rongotai,EAGLE,Paul,,,"Harvey Daniel, 44A Derwent Street, Island Bay, Wellington","20/5/20, 11/8/20",NO," $30,000.00 ",,Harvey Daniel ,,"44A Derwent Street, Island Bay, Wellington",,Money,,,,,,,,,,
Labour Party,Rongotai,EAGLE,Paul,,,"NZLP Rongotai LEC, Wellington, c/- 10 Torridon Road, Miramar, Wellington",10/16/2020,NO," $4,850.00 ",,,NZLP Rongotai LEC,"c/- 10 Torridon Road, Miramar, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Port Waikato,BAYLY,Andrew," $34,925.50 "," $16,640.13 ",,,,,,,,,,,,,,,,,,,,
National Party,Port Waikato,BAYLY,Andrew,,,"Hilversum Family Trust, 259 Karaka North Road, Karaka ","20/4/18, 19/10/18, 27/08/19",NO," $6,925.50 ",,,Hilversum Family Trust,"259 Karaka North Road, Karaka",(Trustee: Anthony Andrew Peter Van den Brink),Money,,,,,,,,,,
National Party,Port Waikato,BAYLY,Andrew,,,"NZ National Party, Port Waikato electorate, 41 Pipitea St Wellington",11/27/2019,NO," $28,000.00 ",,,"NZ National Party, Port Waikato electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima," $36,064.69 "," $21,607.78 ",,,,,,,,,,Money,,,,,,,,,,
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",6/30/2020,NO, $350.00 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",7/31/2020,NO," $7,526.75 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",9/1/2020,NO," $7,526.75 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",9/28/2020,NO," $7,526.75 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",9/27/2020,NO, $598.00 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",7/27/2020,NO," $1,363.33 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",9/30/2020,NO, $454.25 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",11/20/2020,NO, $283.19 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",11/24/2020,NO, $610.42 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"Roger Nakler, 4 Cunningham Place, Auckland ",10/21/2020,NO," $3,140.23 ",,Roger Nakhle,,"4 Cunningham Place, Auckland","cut off description: ""Payment for Fa-""",Money,,,,,,,,,,"cut off description: ""Payment for Fa-"""
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",11/12/2020,NO, $575.00 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",30/6/20-20/7/20,NO," $1,347.66 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",8/13/2020,NO, $809.18 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",7/27/2020,NO," $1,035.00 ",,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",6/30/2020,NO, $276.00 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"NZ National Party, Takanini, 41 Pipitea St, Wellington",7/11/2020,NO, $925.75 ,,,"NZ National Party, Takanini",,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Takanini,NAKHLE,Rima,,,"Mighty Mouth Productions, 3 Fergusson Gr, Morrinsville",6/18/2020,NO, $500.00 ,,,Mighty Mouth Productions,"3 Fergusson Gr, Morrinsville",(photography and video),Goods or Services,,,,,,,,,,
National Party,Takanini,NAKHLE,Rima,,,"Dylan Parshotam, 981 Dominion Rd, Mt Roskil, Auckland",1/9 - 16/10/20,NO, $429.43 ,,Dylan Parshotam,,"981 Dominion Rd, Mt Roskil, Auckland",(Volunteer Graphic design),Goods or Services,,,,,,,,,,
National Party,Takanini,NAKHLE,Rima,,,"Dylan Parshotam, 981 Dominion Rd, Mt Roskil, Auckland",1/9 - 16/10/20,NO, $286.25 ,,Dylan Parshotam,,"981 Dominion Rd, Mt Roskil, Auckland",Volunteer facebook marketing,Goods or Services,,,,,,,,,,
National Party,Takanini,NAKHLE,Rima,,,"Dylan Parshotam, 981 Dominion Rd, Mt Roskil, Auckland",9/30/2020,NO, $500.00 ,,Dylan Parshotam,,"981 Dominion Rd, Mt Roskil, Auckland",Volunteer video production,Goods or Services,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant," $36,600.00 "," $12,499.81 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Harvey Daniel, 44A Derwent Street, Island Bay, WGTN",3/27/2020,NO," $10,000.00 ",,Harvey Daniel ,,"44A Derwent Street, Island Bay, WGTN",,Money,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"NZLP Cuba St Branch, 160 Willis Street, Te Aro, WGTN",5/3/2020,NO," $3,000.00 ",,,NZLP Cuba St Branch,"160 Willis Street, Te Aro, WGTN",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Wellington Central,ROBERTSON,Grant,,,"NZLP Wellington Central LEC, 160 Willis Street, Te Aro, WGTN",5/4/2020,NO," $8,000.00 ",,,NZLP Wellington Central LEC,"160 Willis Street, Te Aro, WGTN",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Andrea Black, 125 Creswick Terrace, Northland, WGTN",5/27/2020,NO," $2,000.00 ",,Andrea Black,,"125 Creswick Terrace, Northland, WGTN",,Money,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Beverly Price, 24 Glasgow Street, WGTN",7/6/2020,NO," $2,000.00 ",,Beverly Price,,"24 Glasgow Street, WGTN",,Money,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Rachel Underwood, 41 Rimu Road, Kelburn, WGTN","9/03/20, 6/05/20, 3/07/20 ",NO," $1,600.00 ",,Rachel Underwood,,"41 Rimu Road, Kelburn, WGTN",,Money,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Margaret Palmer, 63 Roxburgh, Mt Victoria, WGTN",6/29/2020,NO," $5,000.00 ",,Margaret Palmer,,"63 Roxburgh, Mt Victoria, WGTN",,Money,,,,,,,,,,
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Ron Woodrow, 54B Hobson, St Thorndon, WGTN",10/13/2020,NO," $2,500.00 ",,Ron Woodrow,,"54B Hobson, St Thorndon, WGTN",,Money,,,,,,,,,,Entered as a joint donation of $5000 with Jane Woodrow  
Labour Party,Wellington Central,ROBERTSON,Grant,,,"Jane Woodrow, 54B Hobson, St Thorndon, WGTN",10/13/2020,NO," $2,500.00 ",,Jane Woodrow,,"54B Hobson, St Thorndon, WGTN",,Money,,,,,,,,,,Entered as a joint donation of $5000 with Ron Woodrow
National Party,Selwyn,GRIGG,Nicola," $37,450.00 "," $19,547.14 ",,,,,,,,,,,,,,,,,,,,
National Party,Selwyn,GRIGG,Nicola,,,"George Gould, 478 Glenmark Drive, Amberley","25/05/20, 6/8/20",NO," $14,700.00 ",,George Gould,,"478 Glenmark Drive, Amberley",,Money,,,,,,,,,,
National Party,Selwyn,GRIGG,Nicola,,,"Jeremy Johnson, 40 London Street, Auckland",5/25/2020,NO," $3,500.00 ",,Jeremy Johnson,,"40 London Street, Auckland",,Money,,,,,,,,,,
National Party,Selwyn,GRIGG,Nicola,,,"Jonathan Huton, 10 Hawthornden Rd, Christchurch",8/7/2020,NO," $1,750.00 ",,Jonathan Hutton,,"100 Hawthornden Rd, Christchurch",,Money,,,,,,,,,,
National Party,Selwyn,GRIGG,Nicola,,,"NZ National Party, Selwyn Electorate, 41 Pipitea St, Wgtn","2/03/20, 18/05/20",NO," $17,500.00 ",,,"NZ National Party, Selwyn Electorate","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Māngere,SIO,Aupito William," $39,000.00 "," $7,184.11 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Māngere,SIO,Aupito William,,,"Catherine Jelicich, Mangere LEC, 25 Church View Road, Waiau Pa, Pukekohe 2679",7/23/2020,NO," $30,000.00 ",,Catherine Jelicich,Mangere LEC,"25 Church View Road, Waiau Pa, Pukekohe 2679",,Money,,,,,,,,,,
Labour Party,Māngere,SIO,Aupito William,,,"Jim Wong, 13A/68 Ashley Avenue, Mangere East 2024",8/18/2020,NO," $2,000.00 ",,Jim Wong,,"13A/68 Ashley Avenue, Mangere East 2024",,Money,,,,,,,,,,
Labour Party,Māngere,SIO,Aupito William,,,"Mr Faimalo Allan Stowers, 2/11 Mason Avenue, Otahuhu, Auckland 1062",8/18/2020,NO," $4,000.00 ",,Mr Faimalo Allan Stowers,,"2/11 Mason Avenue, Otahuhu, Auckland 1062",,Money,,,,,,,,,,
